locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems
1514029,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
1757022,"Off the Grid Services, LLC",Truck,254000,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,8,24MFF-00003,APPROVED,everything except for hot dogs
1757019,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,24MFF-00002,APPROVED,everything except for hot dogs
1757028,"Off the Grid Services, LLC",Truck,3080000,BRANNAN ST: 04TH ST to 05TH ST (500 - 599),525 BRANNAN ST,3786028,3786,28,24MFF-00004,APPROVED,Everything
1757023,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,24MFF-00003,APPROVED,everything except for hot dogs
1757018,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,24MFF-00001,APPROVED,everything except for hot dogs
1757029,"Off the Grid Services, LLC",Truck,8794000,MARY ST: MINNA ST to NATOMA ST (24 - 69),44 MARY ST,3725127,3725,127,24MFF-00005,APPROVED,Multiple Food Trucks & Food Types
1757024,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,24MFF-00003,APPROVED,everything except for hot dogs
1757027,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,24MFF-00004,APPROVED,Everything
1764689,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,10,24MFF-00006,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages
1723905,Brazuca Grill,Truck,8754101,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,41,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723895,Brazuca Grill,Truck,4907000,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723875,Brazuca Grill,Truck,11826000,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723876,Brazuca Grill,Truck,11833000,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,3,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723889,Brazuca Grill,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,1,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723870,Brazuca Grill,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723878,Brazuca Grill,Truck,12482000,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,3996012,3996,12,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723872,Brazuca Grill,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723903,Brazuca Grill,Truck,8714000,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,13,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723907,Brazuca Grill,Truck,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723906,Brazuca Grill,Truck,9061000,MINNESOTA ST: MINNESOTA ST to 26TH ST (1400 - 1499),1400 MINNESOTA ST,4293018,4293,18,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723893,Brazuca Grill,Truck,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723886,Brazuca Grill,Truck,195201,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,8,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723880,Brazuca Grill,Truck,12484000,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,4059001B,4059,001B,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723887,Brazuca Grill,Truck,196000,03RD ST: CESAR CHAVEZ ST to MARIN ST (3100 - 3199),3150 03RD ST,4355006,4355,6,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723877,Brazuca Grill,Truck,1232000,,601 23RD ST,4232010,4232,10,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723890,Brazuca Grill,Truck,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723874,Brazuca Grill,Truck,1165000,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723882,Brazuca Grill,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723904,Brazuca Grill,Truck,8717000,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,3987012,3987,12,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723897,Brazuca Grill,Truck,5204000,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,761033,761,33,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723883,Brazuca Grill,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723879,Brazuca Grill,Truck,12483000,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,4043011B,4043,011B,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723884,Brazuca Grill,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723888,Brazuca Grill,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723871,Brazuca Grill,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723894,Brazuca Grill,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723881,Brazuca Grill,Truck,12544000,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,4101065,4101,65,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723873,Brazuca Grill,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723902,Brazuca Grill,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723896,Brazuca Grill,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723900,Brazuca Grill,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,11,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723891,Brazuca Grill,Truck,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,17,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723892,Brazuca Grill,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,4324002,4324,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723899,Brazuca Grill,Truck,5762000,FRANCISCO ST: MASON ST to TAYLOR ST (500 - 599),500 FRANCISCO ST,42022,42,22,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723885,Brazuca Grill,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723901,Brazuca Grill,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,24,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1723898,Brazuca Grill,Truck,5687000,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,3530006,3530,6,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
1750843,TING TING MINI MOBILE DELI,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,4792029,4792,29,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750837,TING TING MINI MOBILE DELI,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,1,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750842,TING TING MINI MOBILE DELI,Truck,12569000,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,4793029,4793,29,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750854,TING TING MINI MOBILE DELI,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1440 BANCROFT AVE,4850019,4850,19,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750866,TING TING MINI MOBILE DELI,Truck,8630000,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,3746002,3746,2,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1343831,Got Snacks,Push Cart,184001,,1020 03RD ST,8714002,8714,2,19MFF-00112,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy
1656382,San Francisco Taco Truck,Truck,13660000,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,9,22MFF-00030,APPROVED,Tacos: Tortas: Burritos
1656405,San Francisco Taco Truck,Truck,13659000,WILLIAMS AVE: VENUS ST to APOLLO ST (250 - 331),345 WILLIAMS AVE,5423A009,5423A,9,22MFF-00030,APPROVED,Tacos: Tortas: Burritos
1750848,TING TING MINI MOBILE DELI,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1337 VAN DYKE AVE,4828029,4828,29,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750845,TING TING MINI MOBILE DELI,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750863,TING TING MINI MOBILE DELI,Truck,6542000,GRIFFITH ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1515 GRIFFITH ST,4794009,4794,9,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750846,TING TING MINI MOBILE DELI,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750836,TING TING MINI MOBILE DELI,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750840,TING TING MINI MOBILE DELI,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750858,TING TING MINI MOBILE DELI,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,4882026,4882,26,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750838,TING TING MINI MOBILE DELI,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750844,TING TING MINI MOBILE DELI,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,4807012,4807,12,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750841,TING TING MINI MOBILE DELI,Truck,11782000,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,4793017,4793,17,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750851,TING TING MINI MOBILE DELI,Truck,13779000,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,4846013,4846,13,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750865,TING TING MINI MOBILE DELI,Truck,7479000,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,21,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750859,TING TING MINI MOBILE DELI,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,4882025,4882,25,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750849,TING TING MINI MOBILE DELI,Truck,13355000,WALLACE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 WALLACE AVE,4828024,4828,24,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750852,TING TING MINI MOBILE DELI,Truck,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750839,TING TING MINI MOBILE DELI,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1160 REVERE AVE,4763050,4763,50,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750855,TING TING MINI MOBILE DELI,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,4850038,4850,38,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750862,TING TING MINI MOBILE DELI,Truck,6540000,GRIFFITH ST: QUESADA AVE to REVERE AVE (1300 - 1399),1300 GRIFFITH ST,4763047,4763,47,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750847,TING TING MINI MOBILE DELI,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,4811013,4811,13,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750867,TING TING MINI MOBILE DELI,Truck,9743000,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,44,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750850,TING TING MINI MOBILE DELI,Truck,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,4829002,4829,2,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750853,TING TING MINI MOBILE DELI,Truck,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1430 YOSEMITE AVE,4831008,4831,8,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750857,TING TING MINI MOBILE DELI,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750856,TING TING MINI MOBILE DELI,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,1,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750860,TING TING MINI MOBILE DELI,Truck,5452000,FELL ST: BRODERICK ST to BAKER ST (1300 - 1399),1377 FELL ST,1214017,1214,17,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750861,TING TING MINI MOBILE DELI,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,3720001,3720,1,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750835,TING TING MINI MOBILE DELI,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
1750864,TING TING MINI MOBILE DELI,Truck,6792000,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,6,23MFF-00054,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
